started_at,ended_at,start_station_name,end_station_name,member_casual,start_station_id,start_lat,start_lng,end_station_id,end_lat,end_lng
2020-01-01 12:02:30.0730,2020-01-01 12:06:41.9380,Newark Ave,Hamilton Park,member,JC032,40.72152515,-74.046304543,JC009,40.727468014,-74.044262052
2020-01-01 12:02:50.2190,2020-01-01 12:05:55.0910,Newark Ave,Hamilton Park,member,JC032,40.72152515,-74.046304543,JC009,40.727468014,-74.044262052
2020-01-01 12:03:14.1040,2020-01-01 12:17:49.0150,Journal Square,Pershing Field,member,JC103,40.733903646,-74.062683344,JC024,40.742677141,-74.051788633
2020-01-01 12:06:14.6590,2020-01-01 12:10:33.5100,Grove St PATH,Montgomery St,member,JC115,40.719120622,-74.043265224,JC099,40.719429255,-74.051070809
2020-01-01 12:07:53.6420,2020-01-01 12:43:27.3220,Grove St PATH,Manila & 1st,member,JC115,40.719120622,-74.043265224,JC082,40.72165072487999,-74.04288411140442
2020-01-01 12:10:10.7610,2020-01-01 12:19:29.3060,Dixon Mills,Grand St,casual,JC076,40.721630142638354,-74.04996782541275,JC102,40.714990735,-74.037752509
2020-01-01 12:10:22.2430,2020-01-01 12:19:29.3410,Dixon Mills,Grand St,casual,JC076,40.721630142638354,-74.04996782541275,JC102,40.714990735,-74.037752509
2020-01-01 12:12:29.9540,2020-01-01 12:17:25.0760,Newport PATH,Columbus Drive,member,JC066,40.727172375,-74.033681631,JC014,40.718622446,-74.038507938
2020-01-01 12:13:59.6630,2020-01-01 12:44:09.0560,Marin Light Rail,Marin Light Rail,member,JC013,40.71458403535893,-74.04281705617905,JC013,40.71458403535893,-74.04281705617905
2020-01-01 12:14:30.5850,2020-01-01 12:18:45.1810,Grove St PATH,Montgomery St,member,JC115,40.719120622,-74.043265224,JC099,40.719429255,-74.051070809
2020-01-01 12:14:33.7730,2020-01-01 12:25:50.8870,Marin Light Rail,Newport PATH,member,JC013,40.71458403535893,-74.04281705617905,JC066,40.727172375,-74.033681631
2020-01-01 12:18:12.8580,2020-01-01 12:26:49.0220,City Hall,Newport PATH,member,JC003,40.717779398,-74.043843508,JC066,40.727172375,-74.033681631
2020-01-01 12:23:30.3450,2020-01-01 12:27:40.3670,Marin Light Rail,Grove St PATH,member,JC013,40.71458403535893,-74.04281705617905,JC115,40.719120622,-74.043265224
2020-01-01 12:24:13.3920,2020-01-01 12:30:36.9160,Washington St,Grove St PATH,member,JC098,40.724321604,-74.035570741,JC115,40.719120622,-74.043265224
2020-01-01 12:29:43.3670,2020-01-01 12:32:49.0360,Jersey & 3rd,Dixon Mills,member,JC074,40.72333158646436,-74.04595255851744,JC076,40.721630142638354,-74.04996782541275
2020-01-01 12:30:18.6130,2020-01-01 12:33:43.1320,Montgomery St,Grove St PATH,member,JC099,40.719429255,-74.051070809,JC115,40.719120622,-74.043265224
2020-01-01 12:30:48.6800,2020-01-01 12:35:37.9180,Newport Pkwy,Harborside,member,JC008,40.7287448,-74.0321082,JC104,40.7192517,-74.034234
2020-01-01 12:33:25.4650,2020-01-01 12:37:42.6970,Manila & 1st,Brunswick & 6th,member,JC082,40.72165072487999,-74.04288411140442,JC081,40.726179719,-74.050368905
2020-01-01 12:33:54.8990,2020-01-01 12:38:08.5220,Manila & 1st,Hamilton Park,member,JC082,40.72165072487999,-74.04288411140442,JC009,40.727468014,-74.044262052
2020-01-01 12:33:58.3860,2020-01-01 12:38:10.3390,Manila & 1st,Hamilton Park,member,JC082,40.72165072487999,-74.04288411140442,JC009,40.727468014,-74.044262052
2020-01-01 12:34:33.5240,2020-01-01 12:38:11.6870,Manila & 1st,Hamilton Park,member,JC082,40.72165072487999,-74.04288411140442,JC009,40.727468014,-74.044262052
2020-01-01 12:39:51.1760,2020-01-01 12:45:55.7020,Astor Place,Sip Ave,member,JC077,40.719179392,-74.07133913,,,
2020-01-01 12:41:56.5500,2020-01-01 12:44:28.4270,Grove St PATH,Jersey & 3rd,member,JC115,40.719120622,-74.043265224,JC074,40.72333158646436,-74.04595255851744
2020-01-01 12:43:29.3310,2020-01-01 12:49:55.9350,McGinley Square,Journal Square,member,JC055,40.725471616,-74.067588806,JC103,40.733903646,-74.062683344
2020-01-01 12:44:49.8360,2020-01-01 12:50:29.4080,McGinley Square,Hilltop,member,JC055,40.725471616,-74.067588806,JC019,40.731070995,-74.057455182
2020-01-01 12:45:15.1200,2020-01-01 12:58:46.9390,Essex Light Rail,Monmouth and 6th,casual,JC038,40.7127742,-74.0364857,JC075,40.72568548362901,-74.04879033565521
2020-01-01 12:48:10.0860,2020-01-01 13:45:32.6820,Bergen Ave,Bergen Ave,casual,JC095,40.722096324,-74.071503639,JC095,40.722096324,-74.071503639
2020-01-01 12:51:37.0440,2020-01-01 12:59:57.3650,Grand St,Newport PATH,member,JC102,40.714990735,-74.037752509,JC066,40.727172375,-74.033681631
2020-01-01 13:01:09.3990,2020-01-01 13:03:08.9890,Monmouth and 6th,Jersey & 6th St,member,JC075,40.72568548362901,-74.04879033565521,JC027,40.72528910781132,-74.04557168483734
2020-01-01 13:06:04.3940,2020-01-01 13:08:15.0170,Hamilton Park,Jersey & 3rd,member,JC009,40.727468014,-74.044262052,JC074,40.72333158646436,-74.04595255851744
2020-01-01 13:08:36.8080,2020-01-01 13:15:36.3240,Hamilton Park,Newport PATH,member,JC009,40.727468014,-74.044262052,JC066,40.727172375,-74.033681631
2020-01-01 13:10:21.8940,2020-01-01 13:11:59.0570,Newark Ave,Jersey & 6th St,member,JC032,40.72152515,-74.046304543,JC027,40.72528910781132,-74.04557168483734
2020-01-01 13:11:39.1270,2020-01-01 13:17:26.4100,Morris Canal,Grove St PATH,member,JC072,40.712296724,-74.038184762,JC115,40.719120622,-74.043265224
2020-01-01 13:13:40.7090,2020-01-01 13:19:26.4160,Warren St,Newport Pkwy,member,JC006,40.7211236,-74.03805095,JC008,40.7287448,-74.0321082
2020-01-01 13:15:04.7780,2020-01-01 13:18:43.5850,Hamilton Park,Grove St PATH,member,JC009,40.727468014,-74.044262052,JC115,40.719120622,-74.043265224
2020-01-01 13:16:56.2900,2020-01-01 13:47:54.9180,Hoboken Ave at Monmouth St,Hoboken Ave at Monmouth St,casual,JC105,40.7406442,-74.04263161666667,JC105,40.7406442,-74.04263161666667
2020-01-01 13:18:01.3760,2020-01-01 13:24:34.6050,Hamilton Park,Grove St PATH,member,JC009,40.727468014,-74.044262052,JC115,40.719120622,-74.043265224
2020-01-01 13:18:26.2500,2020-01-01 13:20:50.4220,Manila & 1st,Jersey & 3rd,member,JC082,40.72165072487999,-74.04288411140442,JC074,40.72333158646436,-74.04595255851744
